Date,Open,High,Low,Close,Volume
2023-01-02,97.49080237694724,115.88897784139172,93.9632342803949,93.50694122125093,3416430
2023-01-03,109.01428612819832,117.7019545720385,90.72192732688241,118.19496370840426,4297291
2023-01-04,104.6398788362281,127.02273343033714,86.19055232572656,108.83124159214253,4802429
2023-01-05,101.97316968394074,116.33844010312555,96.27590039413897,100.04716843971258,1699983
2023-01-06,93.12037280884873,113.38985493372185,93.69462345107759,94.17816217990162,4760343
2023-01-09,93.11989040672405,121.136025249167,83.25233878689782,113.82075567810888,3490706
2023-01-10,91.161672243364,128.72309548321562,98.21854368987685,108.60218267785541,4348231
2023-01-11,107.3235229154987,123.92059593349946,96.45074485846338,106.00383275928965,2191902
2023-01-12,102.02230023486418,121.40122340178729,98.99599826583848,116.81677749152873,4852948
2023-01-13,104.1614515559209,111.94352987541536,94.5143901677672,113.65791633673592,2059920
2023-01-16,90.41168988591605,122.3001445339834,92.2683039187158,94.55024639198254,3492118
2023-01-17,109.39819704323989,129.80107700208526,88.36486072581238,99.35166203386645,3020836
2023-01-18,106.64885281600843,112.80168030473048,98.65456966708027,97.45467419443398,4737973
2023-01-19,94.24678221356552,120.36659304727473,97.32127779000817,112.3183887771803,3202575
2023-01-20,93.63649934414201,127.54746143855911,80.90437340212378,91.00597304207338,3417349
2023-01-23,93.66809019706868,124.8153723550841,80.52733948994504,107.0966905461395,1464071
2023-01-24,96.08484485919075,123.94031481990535,87.529267337561,112.87376057222072,3768408
2023-01-25,100.49512863264476,124.04968167974218,96.21106661563665,116.30296910285249,1186833
2023-01-26,98.63890037284231,117.18982302439511,99.74552258629889,100.26245246147722,1717912
2023-01-27,95.82458280396084,115.87183688528987,83.00833782207056,114.63771914016039,1775435
2023-01-30,102.23705789444759,126.18722310957027,91.8826143070427,93.31895210865622,3174606
2023-01-31,92.78987721304084,126.20226789358361,87.61781713262043,115.39356875203555,4403322
2023-02-01,95.84289297070437,127.34144637160207,99.39828795629207,93.82465986995948,2560473
2023-02-02,97.32723686587383,128.2648110511294,96.84237846271418,101.91861871681101,4498472
2023-02-03,99.12139968434072,120.22684797721875,96.76657409422276,113.91886097338661,4006316
2023-02-06,105.70351922786027,120.03032589374399,89.3738631958994,94.49752282046322,2564718
2023-02-07,93.9934756431672,125.9659035793355,88.2963900467533,96.87754185697925,1945439
2023-02-08,100.28468876827223,122.9992786155553,85.46814143861413,111.667577051792,3134793
2023-02-09,101.84829137724086,124.03933754515407,81.12750993301854,111.60109609638224,2602575
2023-02-10,90.92900825439996,125.91585338872201,97.29444752510106,109.23442898655892,2905350
2023-02-13,102.15089703802877,127.80010683635132,96.25802018260156,110.818453334013,2417616
2023-02-14,93.41048247374583,116.75990313703072,99.99435346572261,106.28173330042789,4813270
2023-02-15,91.30103185970559,117.51165905279888,99.93273674147811,97.55397176720858,1612121
2023-02-16,108.97771074506667,111.87963879681737,91.10863411205256,100.37087980511758,3415572
2023-02-17,109.31264066149119,121.56560281992348,95.37974830361021,95.44793150404277,3378837
2023-02-20,106.16794696232922,110.71884547593484,98.89531459764856,117.25351684000884,2929465
2023-02-21,96.09227538346741,119.3119603626492,96.99294781354823,107.50175384298362,2524102
2023-02-22,91.95344228012767,120.85289269415154,84.94696203486396,102.02554250290919,4190541
2023-02-23,103.68466053024314,115.73082504256568,89.01088270620187,103.86017410932398,2741134
2023-02-24,98.80304987479202,121.81666521138021,82.5831883030299,118.41850018835446,1664180
2023-02-27,92.44076469689557,110.610004998781,99.08102054517445,94.6005420934824,3383366
2023-02-28,99.9035382022254,110.7469637749843,92.1234926890176,107.58689496050391,3035848
2023-03-01,90.68777042230437,126.45201121319317,84.57285611006925,105.17666036653398,1928626
2023-03-02,108.18640804157565,117.20381282822525,93.43401368811713,108.34362706303943,3439855
2023-03-03,95.17559963200034,112.54121025303769,92.36256480915792,90.54330551462522,1204615
2023-03-06,103.25044568707963,120.44486520109609,87.16325436065681,116.16371726832455,2525233
2023-03-07,96.23422152178821,125.39987106197222,82.27115184399258,117.96354847450837,4711802
2023-03-08,100.40136042355621,114.31642054993686,93.43146391185599,106.95399550767627,4896022
2023-03-09,100.93420558686559,122.45780951638001,90.40615401807587,110.89952471630677,2803740
2023-03-10,93.69708911051055,111.70694929987536,95.44636783471279,117.67498143531887,3497105
2023-03-13,109.39169255529117,111.03363442337215,90.40327002223987,111.21715902940196,4968222
2023-03-14,105.5026564672223,120.62709263136296,97.0436300063708,94.57617128742784,4068893
2023-03-15,108.78997883128378,120.81270243220213,91.0381367754897,107.2886508050044,1838003
2023-03-16,107.89654700855297,122.74859802996413,91.21875943070772,108.20145139148568,4433382
2023-03-17,101.95799957622171,124.52182667445322,97.5330720531669,102.72392013907158,1281570
2023-03-20,108.43748470046233,129.51704158925068,88.06965732424794,112.09332706874169,4182993
2023-03-21,91.7698500410384,120.32600696602391,82.68030456901282,118.03101044307044,4395049
2023-03-22,93.9196572483829,116.45912945882492,80.57565352626678,117.76705538720329,1066150
2023-03-23,90.90454577821076,125.90372389537407,95.10274511347238,103.52518114212396,4757328
2023-03-24,96.50660661526528,115.41664502524148,92.4061910270693,93.39714137522266,4235341
2023-03-27,97.77354579378964,118.77942841411272,94.08159536198447,119.54523596887003,3434206
2023-03-28,95.42698063547792,111.56912762684532,84.25928323017821,115.16694259337802,2887383
2023-03-29,106.57475018303859,110.50701486830916,82.7274295117354,93.739880436098,3218978
2023-03-30,97.1350665338718,129.2529682935585,80.29089331335764,117.62525647852117,1559723
2023-03-31,95.61869019374761,126.71960241024412,87.01175117613194,116.09689086186384,2931451
2023-04-03,100.85392166316497,123.91948412187396,91.79835373709267,105.56514171378217,3547500
2023-04-04,92.81848449949526,118.1790588882854,87.84488090199464,107.73826307234788,4355745
2023-04-05,106.0439396150808,113.46588640141691,88.74949844047458,101.97008111610391,1999554
2023-04-06,91.49101287359542,113.12874085342172,98.08317388987497,91.64284916466094,1134055
2023-04-07,109.73773873201034,115.00485796329191,86.965109340466,100.05591724937703,3587609
2023-04-10,105.44489538593315,120.98453329412241,90.27978978319622,114.08560345794035,1676022
2023-04-11,93.97431363068345,124.29191845400125,95.67306025482286,90.13896069013809,1809942
2023-04-12,90.11044234247206,123.20394753435463,87.9308556464254,100.00497515073432,4879275
2023-04-13,106.30922856909669,115.59867793891885,92.44173400455747,101.9450608077283,1696358
2023-04-14,104.13714687695234,129.09730561326387,97.2472741749349,106.12186808813769,4595790
2023-04-17,104.58014336081975,124.75793833391538,98.99041247315284,117.59566849238281,2142647
2023-04-18,105.42540693371892,121.08708105022801,82.94146961858075,100.39037983097884,2841648
2023-04-19,91.48089303468181,122.23441492468704,98.53175250322988,100.40859605688684,2355267
2023-04-20,97.16931457088545,118.3920012485558,89.84232586159077,112.12503744329246,3938204
2023-04-21,92.3173811905026,114.95461979002314,85.16488776597916,103.56653822669422,3243541
2023-04-24,107.26206851751186,117.11945357302523,89.18271512476522,96.73814468819945,2688472
2023-04-25,102.46596253655116,125.15692220928739,99.60065150570955,103.57318548398081,3366860
2023-04-26,96.61796049705299,110.28786977259512,89.8523618798574,94.22571061139399,4828433
2023-04-27,91.27116700572047,112.32145281013833,86.57503220575016,95.2916095951867,3735264
2023-04-28,96.21964643431325,110.92005284043506,92.66801708633452,104.95103318218439,2011727
2023-05-01,96.50366644053494,110.8145760463794,84.80291237556386,102.56776348513644,1254444
2023-05-02,104.59212356676127,127.10921168022014,81.51726656217328,117.445377032043,3700713
2023-05-03,102.75114942710427,124.07315718760047,82.57759443821298,100.871816973499,3958443
2023-05-04,107.74425485152653,119.4834765817465,82.56091677915545,107.4176505083413,3308989
2023-05-05,99.44429850323898,111.95668321302003,83.03805387024589,108.96792863758591,3207169
2023-05-08,92.39188491876604,119.83231750233665,82.77654345298821,90.39283369765,1123618
2023-05-09,104.26489574445989,119.46943541561131,92.81749489606429,109.90612116050131,1459297
2023-05-10,105.21570097233794,113.4640373982003,83.6376016879829,95.34107900609254,4271069
2023-05-11,101.22554395138992,118.67703298475946,86.91334566647727,118.83210952408365,2020154
2023-05-12,105.41934359909122,117.97009468794747,97.93576819812023,94.4598818325934,3913014
2023-05-15,99.87591192728782,122.31700196104433,89.47923280525745,102.43872371181071,4876620
